number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder
297,10/24/2009,"I'm a Bird, You're a Bird, Let's Get It On",Berkeley,Animals,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Intense,Clean,Rock,,,,"Animals, Bird",,0:53,F,125,https://www.youtube.com/watch?v=zNtRinamudU,"Background, Location, Topic, Mood, Instrument, Beard"
298,10/25/2009,Jesus Said,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Intense,Shadow,Folk,Myth,Myth,,,Jesus,2:42,E,92,https://www.youtube.com/watch?v=uiU69lxypxM,"Background, Location, Topic, Mood, Instrument, Beard"
299,10/26/2009,NoSweatApparel.com,Berkeley,Commission,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Chill,Shadow,Rock,Social Justice,Social Justice,,,,1:48,C,120,https://www.youtube.com/watch?v=Tep4EH-_BTU,"Background, Location, Topic, Mood, Instrument, Beard"
300,10/27/2009,I Never Promised,Berkeley,Poetic,"Synths, Drum Machine",Synths,Drum Machine,Intense,Clean,Electro,"Dark, Dreamy, Vocoder",Dark,"Dreamy, Vocoder",,,1:47,C,90,https://www.youtube.com/watch?v=gUb8Idr8giU,"Background, Location, Topic, Mood, Instrument, Beard"
301,10/28/2009,Airplane to Tomorrow,Berkeley,Poetic,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Sad,Clean,Rock,Wistful,Wistful,,,,3:09,C,120,https://www.youtube.com/watch?v=13t6jrHQrPQ,"Background, Location, Topic, Mood, Instrument, Beard"
302,10/29/2009,Creature of Habit,Berkeley,Poetic,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Silly,Clean,Rock,"Cheesy, Bad",Cheesy,Bad,,,1:56,B,110,https://www.youtube.com/watch?v=z_IhAVoH1lQ,"Background, Location, Topic, Mood, Instrument, Beard"
303,10/30/2009,Keith Valley Middle School,Berkeley,Life,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Silly,Clean,Rock,"Anthem, Wistful, Place",Anthem,"Wistful, Place",,Keith Valley Middle School,1:35,G,130,https://www.youtube.com/watch?v=P2OBWAgP8gA,"Background, Location, Topic, Mood, Instrument, Beard"
304,10/31/2009,I'm Tired Halloween Weirdness,Berkeley,Life,Acoustic Guitar,Acoustic Guitar,,Tired,Clean,Folk,Scary,Scary,,,Halloween,2:21,Am,94,https://www.youtube.com/watch?v=juu6TeGh9RA,"Background, Location, Topic, Mood, Instrument, Beard"
305,11.01.2009,To Lon Harris Who Called Me Creepy,Berkeley,Internet,"Synths, Drum Machine",Synths,Drum Machine,Pensive,Clean,Rock,Internet,Internet,,,Lon Harris,2:31,Em,80,https://www.youtube.com/watch?v=WPWTcLcpFYE,"Background, Location, Topic, Mood, Instrument, Beard"
306,11.02.2009,Cloud Computing for Beginners,Berkeley,Commission,"Synths, Drum Machine",Synths,Drum Machine,Silly,Clean,Rock,"Cheesy, Funny",Cheesy,Funny,,,1:50,A,100,https://www.youtube.com/watch?v=n-mtkeaecN0,"Background, Location, Topic, Mood, Instrument, Beard"
307,11.03.2009,I am Just a Messanger,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,"Dark, Narrative",Dark,Narrative,,,3:19,Eb,93,https://www.youtube.com/watch?v=P1lLTyHfLb8,"Background, Location, Topic, Mood, Instrument, Beard"
308,11.04.2009,Spell Or Prayer,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Shadow,Folk,"Dark, Narrative",Dark,Narrative,,,3:21,F#m,100,https://www.youtube.com/watch?v=SJMxzXCXeVU,"Background, Location, Topic, Mood, Instrument, Beard"
309,11.05.2009,It May Feel Like Everythings the Same,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Happy,Shadow,Folk,Light,Light,,Animals,,2:21,Ab,90,https://www.youtube.com/watch?v=U-dvV5K1MEo,"Background, Location, Topic, Mood, Instrument, Beard"
310,11.06.2009,The Large Hadron Collider Still Doesn't Work,Berkeley,Science,Ukulele,Ukulele,,Chill,Shadow,Folk,"Delicate, Frustrated, Science",Delicate,"Frustrated, Science",,Large Hadron Collider,1:33,C,105,https://www.youtube.com/watch?v=PqBcDQn7KsA,"Background, Location, Topic, Mood, Instrument, Beard"
311,11.07.2009,Show Me Your Dorito Face,Berkeley,Contest,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Intense,Shadow,Hip Hop,"Cheesy, Bad",Cheesy,Bad,,,0:30,A,85,https://www.youtube.com/watch?v=JyuMoXHsvvc,"Background, Location, Topic, Mood, Instrument, Beard"
312,11.08.2009,I am All Alone,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Shadow,Folk,"Delicate, Wistful",Delicate,Wistful,,,2:22,Eb,81,https://www.youtube.com/watch?v=lMZ69vndWrA,"Background, Location, Topic, Mood, Instrument, Beard"
313,11.09.2009,"Cry, oh Cry, Boo-Hoo So Sad",Berkeley,Poetic,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Sad,Clean,Rock,"Cheesy, 80s, Dreamy",Cheesy,"80s, Dreamy",,,2:25,G,70,https://www.youtube.com/watch?v=5JyhYgfsejQ,"Background, Location, Topic, Mood, Instrument, Beard"
314,11.10.2009,"Winning Feels Good, Losing Feels Bad",Berkeley,Life,"Synths, Drum Machine",Synths,Drum Machine,Intense,Clean,Rock,"Cheesy, Heavy, Distortion",Cheesy,"Heavy, Distortion",,,0:25,C,120,https://www.youtube.com/watch?v=u0L_5Xvn8Ww,"Background, Location, Topic, Mood, Instrument, Beard"
315,11.11.2009,20 minutes With the President,Berkeley,Politics,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Anxious,Beard,Rock,"Funny, Cheesy",Funny,Cheesy,,"Charlie Sheen, Obama",5:45,C,85,https://www.youtube.com/watch?v=ilB_5R6xSJA,"Background, Location, Topic, Mood, Instrument, Beard"
316,11.12.2009,"Mr. Barry Screwskull, Number Six Hundred and Twelve",Berkeley,Poetic,"Acoustic Guitar, Electric Guitar, Samples, Drum Machine",Acoustic Guitar,"Electric Guitar, Samples, Drum Machine",Intense,Clean,Folk,"Wistful, Narrative",Wistful,Narrative,,,5:46,D,113,https://www.youtube.com/watch?v=4oeaBCQYUzs,"Background, Location, Topic, Mood, Instrument, Beard"
317,11/13/2009,The Beating of a Single Heart,Berkeley,Contest,"Acoustic Guitar, Samples, Drum Machine",Acoustic Guitar,"Samples, Drum Machine",Excited,Clean,Folk,"Hopeful, Wistful, Anthem",Hopeful,"Wistful, Anthem",,,2:57,F,100,https://www.youtube.com/watch?v=AalyJ_UvC_4,"Background, Location, Topic, Mood, Instrument, Beard"
318,11/14/2009,"Song a Day, Saturday",Berkeley,Life,"Acoustic Guitar, Samples, Drum Machine",Acoustic Guitar,"Samples, Drum Machine",Happy,Clean,Folk,"Fun, Narrative",Fun,Narrative,,,1:30,C,130,https://www.youtube.com/watch?v=yu-ZJE2tOo0,"Background, Location, Topic, Mood, Instrument, Beard"
319,11/15/2009,"Sunday Evening Sad, Slow Song",Berkeley,Life,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,"Dark, Delicate",Dark,Delicate,,,2:14,Em,73,https://www.youtube.com/watch?v=eIzZU0k1h-Y,"Background, Location, Topic, Mood, Instrument, Beard"
320,11/16/2009,A Wonderful Pistcachio Discovery,Berkeley,Contest,"Acoustic Guitar, Electric Guitar, Samples, Drum Machine",Acoustic Guitar,"Electric Guitar, Samples, Drum Machine",Intense,Clean,Rock,"Distortion, Silly",Distortion,Silly,,,0:30,E,90,https://www.youtube.com/watch?v=gsGQLWA29a0,"Background, Location, Topic, Mood, Instrument, Beard"
321,11/17/2009,"The Story of Wandering Fall, Act 1, introdruction",Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Chill,Clean,Electro,Light,Light,,,Wandering Fall,0:46,F,100,https://www.youtube.com/watch?v=FNcjBZAvLR4,"Background, Location, Topic, Mood, Instrument, Beard"
322,11/18/2009,Wandering the Universe,Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Chill,Clean,Electro,Narrative,Narrative,,,Wandering Fall,0:40,C,105,https://www.youtube.com/watch?v=lQhz4aonf84,"Background, Location, Topic, Mood, Instrument, Beard"
323,11/19/2009,At the Edge of the Universe,Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Chill,Clean,Electro,"Narrative, Dark",Narrative,Dark,,Wandering Fall,0:43,A,80,https://www.youtube.com/watch?v=Sn6hfDT9FTU,"Background, Location, Topic, Mood, Instrument, Beard"
324,11/20/2009,And With a name...,Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Chill,Clean,Electro,"Narrative, Light",Narrative,Light,,Wandering Fall,0:43,Eb,85,https://www.youtube.com/watch?v=0_xaRMdRgS0,"Background, Location, Topic, Mood, Instrument, Beard"
325,11/21/2009,I am Alone,Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Sad,Clean,Electro,Narrative,Narrative,,,Wandering Fall,0:46,E,60,https://www.youtube.com/watch?v=DjFt3976STY,"Background, Location, Topic, Mood, Instrument, Beard"
326,11/22/2009,Contact,Berkeley,Poetic,"Samples, Congas, Drum Machine",Samples,"Congas, Drum Machine",Pensive,Clean,Jazz,"Narrative, Hopeful",Narrative,Hopeful,,Wandering Fall,0:45,Gm,85,https://www.youtube.com/watch?v=hBsyimOgLDQ,"Background, Location, Topic, Mood, Instrument, Beard"
327,11/23/2009,"The Story of Wandering Fall, Act 1, Recap",Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Clean,Folk,Narrative,Narrative,,,Wandering Fall,2:52,G,100,https://www.youtube.com/watch?v=Fu9tgu8OULc,"Background, Location, Topic, Mood, Instrument, Beard"
328,11/24/2009,Cold Feet,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Silly,Clean,Folk,"Weather, Cold",Weather,Cold,,,2:02,E,90,https://www.youtube.com/watch?v=aVIBfAvQ0bw,"Background, Location, Topic, Mood, Instrument, Beard"
329,11/25/2009,Get Your Hand Out of the Hunny Pot,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Silly,Clean,Folk,"Narrative, Fun",Narrative,Fun,,,2:52,D,85,https://www.youtube.com/watch?v=SfHLCjzM4aQ,"Background, Location, Topic, Mood, Instrument, Beard"
330,11/26/2009,Zombie Turkey,Los Angeles,Food,Acoustic Guitar,Acoustic Guitar,,Silly,Clean,Folk,"Dark, Scary",Dark,Scary,"Zombie, Bird, Turkey, Holiday",,2:32,Fm,85,https://www.youtube.com/watch?v=fD_xNc_Wzlw,"Background, Location, Topic, Mood, Instrument, Beard"
331,11/27/2009,Dancing Fin,Los Angeles,Friend,Acoustic Guitar,Acoustic Guitar,,Silly,Clean,Folk,"Rough, Funny",Rough,Funny,,,1:23,Bb,115,https://www.youtube.com/watch?v=xWEAzAu-zdE,"Background, Location, Topic, Mood, Instrument, Beard"
332,11/28/2009,The Best Day of My Lifept 1,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,"Wistful, Looming",Wistful,Looming,,,2:40,F,100,https://www.youtube.com/watch?v=Ph4HApxbWvU,"Background, Location, Topic, Mood, Instrument, Beard"
333,11/29/2009,The Best Day of My Lifept 2,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,"Wistful, Looming",Wistful,Looming,,,2:42,F,100,https://www.youtube.com/watch?v=5tlkSQ1Xjis,"Background, Location, Topic, Mood, Instrument, Beard"
334,11/30/2009,It's Good to Be Home,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Happy,Shadow,Folk,Rough,Rough,,,,3:26,E,160,https://www.youtube.com/watch?v=dSmWIz8xCD4,"Background, Location, Topic, Mood, Instrument, Beard"
335,12.01.2009,"Coors Ad, Collaborationz",Berkeley,Contest,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Intense,Shadow,Hip Hop,"Cheesy, Funny",Cheesy,Funny,,,0:26,Em,105,https://www.youtube.com/watch?v=peW1y38MmTg,"Background, Location, Topic, Mood, Instrument, Beard"
336,12.02.2009,Seeing Clearly,Berkeley,Contest,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Excited,Shadow,Electro,"Cheesy, Bad",Cheesy,Bad,,,1:08,C,130,https://www.youtube.com/watch?v=SEBHYYbWFsc,"Background, Location, Topic, Mood, Instrument, Beard"
337,12.03.2009,Black Holes,Berkeley,Love,"Ukulele, Samples, Drum Machine",Ukulele,"Samples, Drum Machine",Happy,Clean,Folk,Science,Science,,Black Holes,,3:57,A,100,https://www.youtube.com/watch?v=3O9KXyZoFFE,"Background, Location, Topic, Mood, Instrument, Beard"
338,12.04.2009,Time to Save With VMware,Berkeley,Contest,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Silly,Clean,Electro,Cheesy,Cheesy,,,,2:19,C,140,https://www.youtube.com/watch?v=9o_JSpw0XAI,"Background, Location, Topic, Mood, Instrument, Beard"
339,12.05.2009,"Don't Want to Write My Song Today, Just Want to Play New Super Mario Bros. Wii",Berkeley,Life,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,"Silly, Wistful",Silly,Wistful,,,2:51,G,122,https://www.youtube.com/watch?v=NJDYbJklQWA,"Background, Location, Topic, Mood, Instrument, Beard"
340,12.06.2009,Soldier,Berkeley,Poetic,"Synths, Drum Machine",Synths,Drum Machine,Intense,Clean,Electro,"Dark, Vocoder",Dark,Vocoder,,,1:20,A,120,https://www.youtube.com/watch?v=opBydmbqnu8,"Background, Location, Topic, Mood, Instrument, Beard"
341,12.07.2009,Gun,Berkeley,Object,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Intense,Clean,Electro,"Dark, Dreamy",Dark,Dreamy,Gun,,1:16,D#,80,https://www.youtube.com/watch?v=vTEDsqeLBZ8,"Background, Location, Topic, Mood, Instrument, Beard"
342,12.08.2009,Jesus Christ at Christmas Time,Berkeley,Christmas,"Acoustic Guitar, Electric Guitar, Samples, Drum Machine",Acoustic Guitar,"Electric Guitar, Samples, Drum Machine",Intense,Clean,Rock,"Distortion, Hopeful, Good",Distortion,"Hopeful, Good",Holiday,Christmas,2:51,A#,90,https://www.youtube.com/watch?v=eDR0hULcENs,"Background, Location, Topic, Mood, Instrument, Beard"
343,12.09.2009,Upon Seeing the Twitpic Conversation Between Demi Moore and Ashton Kutcher,Berkeley,Pop Culture,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,"Light, Silly",Light,Silly,,"Demi Moore, Ashton Kutcher",1:43,A#,110,https://www.youtube.com/watch?v=PfIi_MJTGVI,"Background, Location, Topic, Mood, Instrument, Beard"
344,12.10.2009,AMC Technology,Berkeley,Contest,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Intense,Clean,Rock,Cheesy,Cheesy,,,,1:00,A,110,https://www.youtube.com/watch?v=cIEYj34Erls,"Background, Location, Topic, Mood, Instrument, Beard"
345,12.11.2009,Pirates Life,Berkeley,Contest,Acoustic Guitar,Acoustic Guitar,,Excited,Shadow,Folk,"Dark, Wistful, Rough",Dark,"Wistful, Rough",,,2:51,F#m,93,https://www.youtube.com/watch?v=RVTlQFxumiM,"Background, Location, Topic, Mood, Instrument, Beard"
346,12.12.2009,A Snickers Noir,Berkeley,Contest,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Intense,Clean,Rock,"Dark, Narrative, Food",Dark,"Narrative, Food",,Snickers,0:30,D#m,100,https://www.youtube.com/watch?v=rP102gvW37M,"Background, Location, Topic, Mood, Instrument, Beard"
347,12/13/2009,A Humble Plea for DataBasse Security,Berkeley,Contest,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Chill,Clean,Rock,"Funny, Light",Funny,Light,,,1:13,F,95,https://www.youtube.com/watch?v=6XU4g6tfXOg,"Background, Location, Topic, Mood, Instrument, Beard"
348,12/14/2009,So Obvious,Berkeley,Poetic,"Piano, Samples, Drum Machine",Piano,"Samples, Drum Machine",Chill,Clean,Electro,"Dreamy, Dark, Vocoder",Dreamy,"Dark, Vocoder",,,1:44,A,90,https://www.youtube.com/watch?v=oSEj2bw0Cgc,"Background, Location, Topic, Mood, Instrument, Beard"
349,12/15/2009,If You Piled Up Everything I Didn't Know Would It Be As Big As the Universe? Oh.,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Shadow,Folk,"Light, Delicate, Science",Light,"Delicate, Science",,,2:31,E,112,https://www.youtube.com/watch?v=jAvJHgUiclY,"Background, Location, Topic, Mood, Instrument, Beard"
350,12/16/2009,Joseph isadore...Palpatine?,Berkeley,Politics,Acoustic Guitar,Acoustic Guitar,,Drunk,Shadow,Folk,Political,Political,,,"Joe Lieberman, Emperor Palpatine",1:19,A,86,https://www.youtube.com/watch?v=fTAoSC9xXqw,"Background, Location, Topic, Mood, Instrument, Beard"
351,12/17/2009,All My Mutant Homies (Say What!),Berkeley,Nerd,Acoustic Guitar,Acoustic Guitar,,Intense,Clean,Folk,"Fun, Silly, Dark",Fun,"Silly, Dark",Mutants,,3:45,E,74,https://www.youtube.com/watch?v=NTMePK6auh8,"Background, Location, Topic, Mood, Instrument, Beard"
352,12/18/2009,I'll Be Seeing You,Berkeley,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,"Delicate, Wistful, Good",Delicate,"Wistful, Good",,,0:46,D,80,https://www.youtube.com/watch?v=OXXobZgS_WI,"Background, Location, Topic, Mood, Instrument, Beard"
353,12/19/2009,Daylight Savings,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,"Delicate, Wistful",Delicate,Wistful,,,1:58,G,60,https://www.youtube.com/watch?v=Wb4P45uOPRg,"Background, Location, Topic, Mood, Instrument, Beard"
354,12/20/2009,Puking My Guts,Los Angeles,Sick,Vocals,Vocals,,Sad,Clean,Acapella,Funny,Funny,,Food Poisoning,,0:48,D#,105,https://youtu.be/HuYzETFuVF0,"Background, Location, Topic, Mood, Instrument, Beard"
355,12/21/2009,I'm Weak,Los Angeles,Sick,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,Light,Light,,Food poisoning,,1:39,A,90,https://www.youtube.com/watch?v=N2vWxFiiaWs,"Background, Location, Topic, Mood, Instrument, Beard"
356,12/22/2009,Food Poisoning,Los Angeles,Sick,Acoustic Guitar,Acoustic Guitar,,Pensive,Clean,Folk,Light,Light,,Food poisoning,,0:56,D,90,https://www.youtube.com/watch?v=dwnny8P7oXM,"Background, Location, Topic, Mood, Instrument, Beard"
357,12/23/2009,I Must Be Going Crazy,Los Angeles,Poetic,Acoustic Guitar,Acoustic Guitar,,Sad,Clean,Folk,"Dark, Rough",Dark,Rough,,,2:10,Bm,70,https://www.youtube.com/watch?v=zejii6xywE0,"Background, Location, Topic, Mood, Instrument, Beard"
358,12/24/2009,Happy Christmas Adam From Melissa,Los Angeles,Christmas,Acoustic Guitar,Acoustic Guitar,,Happy,Clean,Folk,"Light, Holiday",Light,Holiday,,Christmas,2:15,A,121,https://www.youtube.com/watch?v=WwxaShQoIUU,"Background, Location, Topic, Mood, Instrument, Beard"
359,12/25/2009,"The Story of Wandering Fall, Act 2, Scene 1: Blue Blue Oval",Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Pensive,Clean,Electro,Narrative,Narrative,,Wandering Fall,,0:50,C,165,https://www.youtube.com/watch?v=YeHG3_RnwN4,"Background, Location, Topic, Mood, Instrument, Beard"
360,12/26/2009,"The Story of Wandering Fall, Act 2, Scene 2: Monsters Rising",Berkeley,Poetic,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Intense,Clean,Electro,Narrative,Narrative,,Wandering Fall,,0:43,C,120,https://www.youtube.com/watch?v=vL3vYiG3swI,"Background, Location, Topic, Mood, Instrument, Beard"
361,12/27/2009,Soldier on Blindly,"Jupiter, FL",Poetic,Acoustic Guitar,Acoustic Guitar,,Intense,Shadow,Folk,"Anthem, Dark, Good",Anthem,"Dark, Good",,,3:02,F#,73,https://www.youtube.com/watch?v=urjhYZ60GQA,"Background, Location, Topic, Mood, Instrument, Beard"
362,12/28/2009,The Wrong Foot,"Jupiter, FL",Poetic,Baritone Ukulele,Baritone Ukulele,,Pensive,Shadow,Folk,"Delicate, Wistful",Delicate,Wistful,,,3:06,G#,69,https://www.youtube.com/watch?v=0C4SWjqNZZE,"Background, Location, Topic, Mood, Instrument, Beard"
363,12/29/2009,"Time, Time, Time","Jupiter, FL",Poetic,Baritone Ukulele,Baritone Ukulele,,Pensive,Shadow,Folk,Light,Light,,,,4:01,C,115,https://www.youtube.com/watch?v=tHoEqw_wcy0,"Background, Location, Topic, Mood, Instrument, Beard"
364,12/30/2009,I'm Losing My Hair,"Jupiter, FL",Life,Baritone Ukulele,Baritone Ukulele,,Sad,Shadow,Folk,"Delicate, Frustrated",Delicate,Frustrated,My Appearence,,3:03,G#,95,https://www.youtube.com/watch?v=mGj4q6Q8v5Q,"Background, Location, Topic, Mood, Instrument, Beard"
365,12/31/2009,"Me, I Write a Song a Day","Jupiter, FL",Song A Day,Baritone Ukulele,Baritone Ukulele,,Pensive,Shadow,Folk,Delicate,Delicate,,Milestone,,3:08,F#,93,https://www.youtube.com/watch?v=XuX8Z8sxgiQ,"Background, Location, Topic, Mood, Instrument, Beard"
366,01.01.2010,Happy New Year Everyone From The Mann Family Players,"Southington, CT",Family,"Baritone Ukulele, Vocals",Baritone Ukulele,Vocals,Happy,Clean,Folk,Fun,Fun,,"Niece, Whole Family, Holiday",New Years Day,0:47,C#,112,https://www.youtube.com/watch?v=CcuaUmr8gnE,"Background, Location, Topic, Mood, Instrument, Beard"
367,01.02.2010,She's Taking Her First Steps,"Southington, CT",Family,"Baritone Ukulele, Vocals",Baritone Ukulele,Vocals,Chill,Clean,Folk,Delicate,Delicate,,Niece,Whole Family,1.21,Eb,70,https://www.youtube.com/watch?v=CP9SdWImcNg,"Background, Location, Topic, Mood, Instrument, Beard"
368,01.03.2010,Www.tsowf.tumblr.com,"Southington, CT",Wandering Fall,"Baritone Ukulele, Vocals",Baritone Ukulele,Vocals,Excited,Shadow,Folk,Silly,Silly,,Website,,1.38,C#,161,https://www.youtube.com/watch?v=zTbTd7nACZQ,"Background, Location, Topic, Mood, Instrument, Beard"
369,01.04.2010,Tiny Wings,Berkeley,Wandering Fall,"Piano, Synths, Samples, Drum Machine",Piano,"Synths, Samples, Drum Machine",Chill,Clean,Electro,Light,Light,,Space,,1.12,F,90,https://www.youtube.com/watch?v=Zcm6FOAqRt4,"Background, Location, Topic, Mood, Instrument, Beard"
370,01.05.2010,Little Masters Of Time,Berkeley,Wandering Fall,"Piano, Samples, Drums",Piano,"Samples, Drums",Excited,Clean,Doo Wop,Catchy,Catchy,,"Time, Space",,0:53,F,120,https://www.youtube.com/watch?v=uKyWvPx8TAw,"Background, Location, Topic, Mood, Instrument, Beard"
371,01.06.2010,Mostly Water With Free Will,Berkeley,Wandering Fall,"Synths, Piano, Drum Machine",Synths,"Piano, Drum Machine",Chill,Clean,Electro,Space,Space,,,,0:48,C,90,https://www.youtube.com/watch?v=wCzZvWopVBg,"Background, Location, Topic, Mood, Instrument, Beard"
